id,q,cat,level,exp,ans,rep,nr,T,P,E,W,S,F,C,사후 답변율,사후 하한(10%),사후 상한(90%),P(평균 미만)
836,안 한 일로 기억되는 것과 한 일이 잊히는 것 중 뭐가 더 억울한가요?,가치관,2,2,1,1,0,0,0,2,1,1,c,0,0.5151016467130752,0.41705217063449357,0.6120022226315418,0.40987345942441256
864,후회 없이 사는 것과 두려움 없이 사는 것 중 뭐가 더 중요한가요?,가치관,2,2,1,1,0,0,0,2,1,1,c,0,0.515101646676563,0.4170521706639051,0.612002222533392,0.40987345954877263
868,과거의 모든 일과 미래의 모든 일 중 뭐가 더 궁금한가요?,가치관,2,2,0,1,1,0,0,1,1,1,c,0,0.5579650475940071,0.46076826133528953,0.650915295554994,0.2125933088757368
871,완벽한 하루가 반복되는 삶과 굴곡 있는 진짜 삶 중 뭐가 더 나은가요?,가치관,2,2,1,1,0,0,0,1,1,1,c,0,0.5665002743016567,0.4701883749916967,0.6580375158335665,0.179082718335278
874,완벽한 하루가 반복되는 삶과 굴곡 있는 진짜 삶 중 뭐가 더 나은가요?,가치관,2,2,1,1,0,0,0,1,1,1,c,0,0.5665002743433185,0.4701883744196734,0.6580375164266296,0.17908271971981649
74,"최근에 느낀 감정 중 이름 붙이기 힘든 게 있었다면, 어떤 느낌이었나요?",감정,2,1,0,1,0,1,2,3,2,2,r,1,0.24869518805403118,0.15395370138594,0.3758396501600562,0.9905363366492406
120,주말과 평일의 루틴 중 가장 큰 차이점은 무엇인가요?,루틴,2,1,0,1,0,0,0,1,1,1,t,0,0.539581577735347,0.4364165167530499,0.6394631809483065,0.30111162070439446
130,정리 정돈을 할 때 가장 먼저 하는 일은 무엇인가요?,루틴,2,1,0,1,0,0,0,1,1,1,t,0,0.539581577783732,0.43641651635509926,0.639463181411133,0.30111162128869334
133,"계절이 바뀔 때 집 안에서 바꾸는 게 있다면, 어떤 건가요?",루틴,2,1,0,1,0,0,2,1,1,1,t,0,0.3575964989397789,0.2639928228248198,0.46348891224412087,0.9534694369139811
140,"중요한 약속 전날 꼭 하는 준비가 있다면, 어떤 건가요?",루틴,2,1,0,1,0,0,2,1,1,1,t,0,0.35759649903652874,0.2639928227982507,0.46348891248758234,0.9534694365868195
145,나에게 '규칙적인 하루'란 어떤 건가요?,루틴,2,1,0,1,0,0,0,2,1,1,d,0,0.3900868030569655,0.28256128576127654,0.5094732010327926,0.8760278110340883
149,일상을 꾸려간다는 게 나에게 어떤 의미인가요?,루틴,2,1,0,1,0,0,0,3,1,1,d,0,0.34109125413936425,0.23805008234252456,0.46170756498897697,0.9501261057992287
159,"요즘 새로 알게 된 사람 중 호감이 가는 사람이 있다면, 어떤 점이 끌리나요?",관계,2,1,0,1,0,1,2,1,2,2,n,0,0.22959366664753159,0.13658782149328402,0.35955649405111667,0.9924477431795027
162,처음 만난 사람과 어색함을 풀기 위해 주로 어떤 말을 하나요?,관계,1,1,0,1,0,0,0,1,1,1,t,0,0.5142798847089918,0.4109241431767745,0.6164285454092747,0.41848578048805257
175,"나를 힘들게 하는 사람과 거리를 두는 방법이 있다면, 어떤 건가요?",관계,2,1,0,1,0,0,2,2,2,2,t,0,0.26184140811761836,0.18045912243399673,0.36364016029512636,0.9971027302765916
178,나를 성장하게 한 인연이 있다면 누구인가요?,관계,2,1,0,1,0,0,2,2,2,2,n,0,0.20947089843736855,0.1268877743695397,0.3257492347638137,0.997544220442639
186,나를 믿어주는 사람들의 공통점은 무엇인가요?,관계,2,1,0,1,0,0,0,2,1,1,t,0,0.42614053667331003,0.32570654876724925,0.5330611671106193,0.8044246867689807
193,누군가에게 배운 삶의 자세가 있다면 무엇인가요?,관계,2,1,0,1,0,0,2,2,1,1,t,0,0.260507994259418,0.18272407964398527,0.3569422940659221,0.998210630832603
198,진심이 통했다고 느꼈던 특별한 순간은 언제인가요?,관계,2,1,0,1,0,0,1,2,2,2,r,0,0.38752798665901844,0.2786258090218896,0.5089635241122709,0.8775618535914942
199,나를 진심으로 아껴주는 사람들의 행동은 무엇인가요?,관계,2,1,0,1,0,0,0,2,1,1,t,0,0.426140536673369,0.32570654876730537,0.5330611671106757,0.80442468676879
204,사람들과 헤어지고 집에 가는 길에 드는 생각은 무엇인가요?,관계,2,1,0,1,0,0,0,2,1,2,t,0,0.3912765993394284,0.2924193182392544,0.49994109014793675,0.8950189710297218
209,사람 사이의 진심은 언제 확인된다고 생각하나요?,관계,2,1,0,1,0,0,0,3,1,1,d,0,0.28819470086486587,0.1953194139364255,0.40310910830656993,0.9874587730498375
216,좋아하는 사람의 외모에서 끌리는 포인트는 무엇인가요?,사랑,2,1,0,1,0,0,0,1,1,2,p,0,0.6426979881363488,0.530063461103907,0.7415016310970973,0.05057405869909584
231,나만의 독특한 연애관이 있다면 무엇인가요?,사랑,2,1,0,1,0,0,2,2,1,1,d,0,0.3149399480867397,0.2147482867663119,0.43592640276793987,0.9708305901811741
243,사랑에 빠졌을 때 가장 두려운 건 뭘까요?,사랑,2,1,0,1,0,0,0,2,2,2,t,0,0.5912514532406755,0.47712601465085674,0.6963215867594459,0.14586613533322296
247,"사랑하는 사람에게 끝내 하지 못한 말이 있다면, 어떤 말인가요?",사랑,2,1,0,1,0,0,2,2,3,3,r,0,0.36511463928857024,0.24662545451767837,0.5025563711409889,0.8917540477340938
257,내가 생각하는 '부자'의 기준은 무엇인가요?,가치관,2,1,0,1,0,0,0,2,1,1,d,0,0.4605240216341575,0.35267052842101426,0.5722053505326403,0.6640053881274981
268,나에게 '시간'은 어떤 의미인가요?,가치관,2,1,0,1,0,0,0,3,1,1,d,0,0.40866517014705467,0.3015004402319127,0.5252760842218458,0.8362634320198228
280,요즘 나의 일상 균형은 잘 맞고 있나요? 어느 쪽으로 기울어져 있나요?,가치관,2,1,0,1,0,1,0,2,1,2,t,0,0.4993901974765646,0.38887760248140585,0.6099624050090352,0.4915593074990462
281,나에게 '가족'이란 어떤 존재인가요?,가치관,2,1,0,1,0,0,0,2,2,2,d,0,0.46224293825170504,0.3491386585486397,0.5793717419823211,0.6496895902218608
285,돈으로 살 수 없는 것 중 가장 아끼는 건 무엇인가요?,가치관,2,1,0,1,0,0,0,2,1,1,p,0,0.597203897136029,0.49608924048605624,0.6906798480025045,0.10320386867184461
294,억울한 일을 당했을 때 나는 어떻게 대처하나요?,가치관,2,1,0,1,0,0,0,2,2,2,t,0,0.5604463112789212,0.4590776393582943,0.6570112689435665,0.21298872798283613
336,오늘 내 복잡한 마음을 잠시 쉬게 해준 건 무엇이었나요?,취향,2,1,0,1,0,2,2,1,2,2,r,0,0.22717109566367374,0.1502493207837413,0.3282608529142625,0.9989014118563582
421,지하철이나 버스에서 주로 무엇을 하며 시간을 보내나요?,루틴,1,1,0,1,0,0,0,1,1,1,t,0,0.574990319792841,0.47324674315857385,0.670754129436993,0.16425424138326722
425,오늘 아무 생각 없이 기계적으로 반복한 행동은 무엇인가요?,루틴,2,1,0,1,0,2,1,2,1,1,r,0,0.3378966886731715,0.23450885029337057,0.4595042723183076,0.9519944198357473
428,계속 미루고 있는 일 하나를 지금 꺼낸다면 무엇인가요?,루틴,2,1,0,1,0,1,0,1,1,1,o,0,0.3152945185688642,0.19828308477309867,0.4615999215315111,0.9427851004571811
430,오늘 조금 과하다 싶었던 나의 행동은 무엇이었나요?,루틴,2,1,0,1,0,2,2,1,1,2,r,0,0.20252429839630057,0.13124092401502452,0.29919127734624484,0.9996064516365297
449,타이머나 시간 관리 도구를 쓰나요?,루틴,2,1,0,1,0,0,0,1,1,1,t,0,0.5395815777151685,0.4364165168575738,0.639463180812878,0.3011116205701415
454,"잘하고 싶은 마음 vs 해야 하는 마음, 뭐가 더 크나요?",루틴,2,1,0,1,0,0,0,2,1,1,c,0,0.433688157321786,0.33067317049204964,0.5427711403848,0.7737668869669627
461,누군가 내 방에 오면 신경 쓰이나요?,루틴,2,1,0,1,0,0,0,1,1,1,t,0,0.5395815777064682,0.4364165168824864,0.6394631807733782,0.3011116205481523
470,"운동 목표가 있다면, 어떤 목표인가요?",루틴,2,1,0,1,0,0,2,1,1,1,t,0,0.3575964990446715,0.2639928227882823,0.46348891251796853,0.9534694365444778
476,"소비 습관 중 바꾸고 싶은 게 있다면, 어떤 건가요?",루틴,2,1,0,1,0,0,1,1,1,2,t,0,0.5080433432471095,0.39829203233727933,0.6170248125725184,0.4517922712948863
480,10년 후 나의 경제적 모습은 어떨 것 같나요?,루틴,2,1,0,1,0,0,0,2,2,2,h,0,0.49338946421782304,0.3707344801750022,0.6168453877381714,0.5168623732694814
481,지금 구독하고 있는 서비스는 무엇이 있나요?,루틴,2,1,0,1,0,1,2,1,1,1,t,0,0.3361957570447597,0.2367726505079094,0.4526097210561357,0.9601940043420255
485,"밤에 갑자기 마음이 무거워진 적이 있다면, 어떤 생각이 찾아왔나요?",루틴,2,1,0,1,0,0,2,2,3,3,r,0,0.2750977171140598,0.17934735045932557,0.3972239562532982,0.9870332129971973
488,이불 속에서 눈을 감으면 가장 먼저 떠오르는 생각은 뭔가요?,루틴,2,1,0,1,0,0,0,1,1,1,t,0,0.5395815777158272,0.43641651685505795,0.6394631808164588,0.30111162057292784
489,"생각할 틈도 없이 자동으로 나오는 나만의 반응이 있다면, 어떤 건가요?",루틴,2,1,0,1,0,0,1,2,1,1,t,1,0.44219689255916655,0.3223840059943847,0.569138160548238,0.7116488096377078
494,친한 친구가 큰 잘못을 하고 숨겨달라고 하면 어떻게 할 것 같나요?,관계,2,1,0,1,0,0,0,2,2,2,h,0,0.4325142948031407,0.3141495640970615,0.5591196633934485,0.7449810412844405
497,관계에서 주고받는 것의 균형을 중요하게 생각하나요?,관계,2,1,0,1,0,0,0,1,1,1,d,0,0.38203853843239755,0.27572396527794857,0.500990781565987,0.893444682813419
503,관계가 자연스럽게 멀어질 때 어떻게 행동하나요?,관계,2,1,0,1,0,0,0,1,1,1,t,0,0.47840858558149285,0.37550399590715927,0.5831789311023833,0.5918712051338308
508,"오래 알았는데 멀어진 사람이 있다면, 어떤 사이였나요?",관계,2,1,0,1,0,0,2,2,2,2,r,0,0.22759127289878878,0.15168724911730752,0.3268434879654756,0.9990651245129417
513,"외로움이 무서워서 관계를 유지한 적이 있다면, 어떤 관계였나요?",관계,2,1,0,1,0,0,2,2,3,3,r,0,0.22879396124365423,0.1451518334728193,0.34138599055559243,0.9971815544757684
523,사람들과 이야기할 때 나는 사실 무엇을 원하나요?,관계,2,1,0,1,0,0,0,3,2,2,t,0,0.3770603635952832,0.27351042174537105,0.49319935628092615,0.9079781471049178
525,오늘 누군가에게 미안한 마음이 가볍게 스쳤나요?,관계,2,1,0,1,0,2,0,1,1,1,o,0,0.20070669214519662,0.11850112292531886,0.31928372661976395,0.9975553035584258
531,오늘 내가 누군가를 소리 내어 웃게 만들었나요?,관계,1,1,0,1,0,2,0,1,1,1,o,0,0.22488230709244192,0.1348428553263149,0.3506748178804979,0.9943284899423445
535,"지금 이 순간, 문득 생각나서 연락하고 싶은 사람은 누구인가요?",관계,2,1,0,1,0,1,0,1,1,1,n,0,0.38439756191711316,0.2554444929056824,0.5319400010749865,0.8381066304571885
543,"주변 사람을 덕질해 본 적이 있다면, 누구였나요?",관계,2,1,0,1,0,0,2,1,1,2,n,0,0.21964755453289414,0.13541769520407895,0.3359131259695393,0.9970222497986201
551,친한 친구가 된다면 그 사람이 알아야 할 중요한 사항은 무엇인가요?,관계,2,1,0,1,0,0,0,2,1,2,t,0,0.3912765993292028,0.2924193182034561,0.49994109016972416,0.8950189709852447
552,어린 시절이 행복했다고 느끼나요?,관계,2,1,0,1,0,0,0,2,2,2,r,0,0.3833231645072098,0.2783721721408114,0.5004042840254377,0.8944895811585901
578,나에게 좀 더 다정해지고 싶은 순간이 있나요?,가치관,2,1,0,1,0,0,0,2,1,1,o,0,0.3535775930217989,0.23823409363368933,0.48892308806357543,0.9131773970465022
581,내가 틀렸다는 걸 인정하기 어려운 주제가 있다면 무엇인가요?,가치관,2,1,0,1,0,0,1,2,2,3,t,0,0.5290903363313193,0.41485856117519976,0.640354190522793,0.36252293875972996
582,"내 한계를 인정하는 게 쉬운가요, 어려운가요?",가치관,2,1,0,1,0,0,0,1,1,1,c,0,0.557965047646933,0.4607682609920669,0.6509152959664002,0.2125933096180419
591,"잊고 싶은 기억이 있다면, 어떤 종류의 기억인가요?",가치관,2,1,0,1,0,0,1,2,3,3,t,0,0.5665309829336349,0.44377012321309417,0.6816354481771879,0.235540562075002
613,예전엔 중요했는데 지금은 중요하지 않은 것이 있다면 무엇인가요?,가치관,2,1,0,1,0,0,1,2,1,1,r,0,0.5172897709209971,0.411311358873506,0.621735310068972,0.4063865004855571
618,"예전보다 조심스러워진 부분이 있다면, 어떤 건가요?",가치관,2,1,0,1,0,0,1,2,1,1,t,0,0.5631116226006155,0.4631898431260655,0.6581605658875204,0.19988813605223565
619,"확신이 무너졌던 경험이 있다면, 어떤 일이었나요?",가치관,2,1,0,1,0,0,2,2,3,2,r,0,0.3693641386383341,0.2639584028476943,0.48890278443339835,0.9149407616870358
622,요즘 내 인생에서 과감히 덜어내기로 한 것은 무엇인가요?,가치관,2,1,0,1,0,1,2,2,1,1,r,0,0.312650342761249,0.21872260061416254,0.4249734930100785,0.9800126051154873
628,오늘 누구의 눈치도 보지 않고 오직 내 마음대로 정한 건 무엇인가요?,가치관,2,1,0,1,0,2,2,1,1,1,r,0,0.28179791264126786,0.19607873517297458,0.3869534319749209,0.9937093097025338
629,"예전에는 당연했는데 지금은 다르게 보이는 것이 있다면, 어떤 건가요?",가치관,2,1,0,1,0,0,1,2,1,1,t,0,0.5631116225570841,0.46318984292701526,0.6581605659880102,0.19988813657656984
637,나를 키우는 가장 나다운 성장 방식은 무엇인가요?,가치관,2,1,0,1,0,0,0,3,1,1,d,1,0.36187790398137326,0.24901487251997956,0.49235751882632595,0.9084152365068683
650,어떤 방식으로 유명해지고 싶나요?,가치관,2,1,0,1,0,0,0,1,1,1,h,0,0.6145524772103524,0.5070157030979976,0.7119582589368633,0.08189051567370254
656,세상을 더 따뜻하게 만들기 위해서 하고 싶은 일은 무엇인가요?,가치관,2,1,0,1,0,0,0,2,1,1,h,0,0.5634584419723828,0.45249910823683526,0.6684090717685118,0.2230128587096477
657,이 세상에서 가장 부러운 사람은 누구인가요?,가치관,2,1,0,1,0,0,0,1,1,2,n,0,0.5032655676703083,0.3733954192402963,0.6326965641336973,0.477927164569728
659,어떤 상황에서도 절대 하지 않을 것 같은 한 가지 일은 무엇인가요?,가치관,2,1,0,1,0,0,0,2,1,1,d,0,0.4605240216601148,0.3526705283977015,0.5722053506087879,0.6640053879477
675,감정을 강렬하게 느끼는 것과 잔잔하게 한결같이 느끼는 것 중 뭐가 더 나다운가요?,감정,2,1,0,1,0,0,0,1,1,1,c,0,0.5788811260438421,0.47720228334671627,0.6742823689077226,0.15225032097344182
681,복잡해도 빠른 출근길과 여유롭지만 긴 출근길 중 뭐가 더 나은가요?,루틴,1,1,0,1,0,0,1,1,1,1,c,0,0.5263964661395535,0.4161641093077293,0.6341143623354673,0.3694335818110278
696,삶에서 일과 가족 중 뭐가 더 우선인가요?,관계,2,1,0,1,0,0,0,2,1,1,c,0,0.37470665425778904,0.2772810041789652,0.48346457672144316,0.9255493910059998
700,너무 솔직해서 상처받는 친구 그룹과 불편한 주제를 피하는 친구 그룹 중 뭐가 더 좋은가요?,관계,2,1,0,1,0,0,0,2,1,1,c,0,0.37470665417891785,0.27728100380361737,0.483464577021061,0.9255493904421178
703,늘 들어주는 역할과 늘 털어놓는 역할 중 뭐가 더 편한가요?,관계,2,1,0,1,0,0,0,1,1,1,c,0,0.4253732640939212,0.32320206037809057,0.5343427942058131,0.8024747041675204
706,인성은 아쉽지만 능력 좋은 동료와 인성 좋지만 인성은 아쉬운 동료 중 누구와 함께하고 싶나요?,관계,2,1,0,1,0,0,1,1,1,1,c,0,0.4297167099628724,0.3231694332488732,0.5431995499813398,0.7785431496290547
710,어려울 때 먼저 떠오르는 친구와 기쁠 때 먼저 생각나는 친구 중 어느 쪽이 되고 싶나요?,관계,1,1,0,1,0,0,0,2,1,1,c,0,0.4089300100345296,0.30799342915692113,0.5181760278470088,0.8512080178300263
714,아무 문제 없는 세상과 내가 다스리는 세상 중 뭐가 더 좋은가요?,관계,2,1,0,1,0,0,0,2,1,1,c,0,0.37470665421391774,0.27728100398377065,0.48346457687116845,0.9255493907232444
719,연애할 때 외모와 유머 감각 중 뭐가 더 중요한가요?,사랑,1,1,0,1,0,0,0,1,1,1,c,0,0.623102821529087,0.5153709141388232,0.719901935772899,0.06825888009890115
739,단짝 같은 연인과 매력적이지만 거리감이 있는 연인 중 누가 더 끌리나요?,사랑,2,1,0,1,0,0,0,1,1,1,c,0,0.5888144221906475,0.4783143971672858,0.6910280039460246,0.14446845213490606
745,퇴사 못 하는 회사에서 월 600을 버는 것과 백수로 지내며 월 200을 받는 것 중 뭐가 더 나은가요?,가치관,2,1,0,1,0,0,1,1,1,1,c,0,0.5623421832105835,0.46020892898495996,0.6594508345551641,0.2078087585745741
766,10년만 버티고 은퇴하는 끔찍한 일과 평생 할 꿈의 직업 중 뭐가 더 나은가요?,가치관,2,1,0,1,0,0,0,1,1,1,c,0,0.5579650476216073,0.4607682612436959,0.650915295689614,0.21259330905414953
771,유명해지는 부와 조용한 부 중 뭐가 더 편안한가요?,가치관,1,1,0,1,0,0,0,1,1,1,c,0,0.5930304630903002,0.497917395287985,0.6816457493242188,0.09909936593586716
786,여러 분야를 두루 하는 것과 한 우물 파는 것 중 뭐가 더 나에게 맞나요?,가치관,1,1,0,1,0,0,0,1,1,1,c,0,0.5930304632889242,0.4979173958381262,0.6816457492038613,0.09909936465501606
805,일 안 해도 빠듯한 삶과 힘들어도 여유로운 삶 중 뭐가 더 나은가요?,가치관,2,1,0,1,0,0,0,1,1,1,c,0,0.5579650475957628,0.4607682613386942,0.6509152955551154,0.21259330886504235
807,야근 잦은 회사와 강도 높아도 칼퇴하는 회사 중 뭐가 더 끌리나요?,가치관,2,1,0,1,0,0,1,1,1,1,c,0,0.5623421829637524,0.4602089289209776,0.6594508341625452,0.20780875904842938
808,적은 월급에 좋아하는 일과 고액 연봉에 싫은 일 중 뭐가 더 만족스러운가요?,가치관,2,1,0,1,0,0,0,1,1,1,c,0,0.5579650475792545,0.46076826063688064,0.6509152961665262,0.21259331056505426
811,평생 야근하는 것과 연봉이 동결되는 것 중 뭐가 더 견딜 만한가요?,가치관,2,1,0,1,0,0,1,1,1,1,c,0,0.5623421829891057,0.46020892911518213,0.6594508340332481,0.2078087585703982
814,죽어서 기억되는 것과 살아서 사랑받는 것 중 뭐가 더 소중한가요?,가치관,2,1,0,1,0,0,0,2,1,1,c,0,0.5054376837148177,0.40691552206459636,0.6035393457563708,0.4595070702617873
828,무고한 사람을 벌하는 것과 죄인을 풀어주는 것 중 뭐가 더 나은가요?,가치관,2,1,0,1,0,0,0,2,1,1,c,0,0.505437683713666,0.4069155219949244,0.6035393458232445,0.4595070702964366
830,결과를 미리 아는 것과 모른 채 결정하는 것 중 뭐가 더 나은가요?,가치관,2,1,0,1,0,0,0,1,1,1,c,0,0.5579650476438088,0.4607682610315634,0.6509152959245229,0.21259330952828892
839,생각을 표현 못 하는 것과 조롱받는 것 중 뭐가 더 힘든가요?,가치관,2,1,0,1,0,0,0,1,1,1,c,0,0.5579650476225921,0.46076826123655884,0.6509152956979556,0.2125933090697542
844,"하나를 잃어야 한다면, 말하는 능력과 읽는 능력 중 뭐가 덜 아깝나요?",가치관,2,1,0,1,0,0,0,1,1,1,c,0,0.5579650476087908,0.46076826131641313,0.6509152955994969,0.2125933088992218
846,웃긴 사람과 똑똑한 사람 중 누가 더 끌리나요?,가치관,1,1,0,1,0,0,0,1,1,1,c,0,0.5930304632238834,0.49791739566841947,0.6816457492342105,0.09909936505009503
848,다른 삶으로 태어나는 것과 기억을 지킨 채 환생하는 것 중 뭐가 더 하고 싶나요?,가치관,2,1,0,1,0,0,0,1,1,1,c,0,0.5579650476327849,0.4607682611506423,0.6509152957953095,0.21259330926003311
850,"초능력이 생긴다면, 결정을 되돌리는 힘과 시간을 멈추는 힘 중 뭐가 더 탐나나요?",가치관,1,1,0,1,0,0,0,1,1,1,c,0,0.593030463270452,0.49791739579177635,0.6816457492108764,0.0990993647629122
860,수백 명이 깊이 읽는 것과 수백만 명이 스치듯 읽는 것 중 뭐가 더 뿌듯한가요?,가치관,2,1,0,1,0,0,0,1,1,1,c,0,0.5579650476319918,0.4607682611581192,0.6509152957870106,0.21259330924333691
861,가난해도 행복한 삶과 부유해도 불행한 삶 중 뭐가 더 나은가요?,가치관,2,1,0,1,0,0,0,1,1,1,c,0,0.5579650476010486,0.46076826133812926,0.6509152955653714,0.21259330885867161
865,도전과 안정 중 지금 뭐가 더 끌리나요?,가치관,2,1,0,1,0,1,0,1,1,1,c,0,0.5346130380829729,0.4236796586627171,0.6422248866357105,0.3348789767744108
866,가짜 모습으로 사랑받는 것과 미움받아도 진짜 나로 사는 것 중 뭐가 더 끌리나요?,가치관,2,1,0,1,0,0,0,1,1,1,c,0,0.5579650476004154,0.46076826133891724,0.6509152955634839,0.2125933088577147
875,선택지가 너무 많은 것과 하나의 길만 걷는 것 중 뭐가 더 답답한가요?,가치관,2,1,0,1,0,0,0,1,1,1,c,0,0.5579650476614995,0.4607682607595239,0.6509152962059068,0.21259331015207167
9,가장 좋아하는 날씨는 어떤 건가요?,취향,1,5,5,0,0,0,0,1,1,1,p,0,0.6558692128146825,0.5610140174724145,0.73973676257197,0.017874852507549527
65,혼자 있을 때 주로 어떤 감정을 느끼나요?,감정,2,5,5,0,0,0,0,2,2,2,t,0,0.6288740932648804,0.5280755200300946,0.7195759281851971,0.04853177295986012
81,"감정을 솔직하게 표현해서 후련했던 순간이 있다면, 어떤 때였나요?",감정,2,5,3,0,2,0,2,2,2,2,r,0,0.39526574540250703,0.2903109274666548,0.5108515041733893,0.8720027263838199
97,"마지막 순간에 느끼고 싶은 감정이 있다면, 어떤 감정인가요?",감정,2,5,5,0,0,0,1,3,3,2,h,0,0.6239962585141418,0.49122824388409836,0.7404254831512715,0.11087178900795525
346,지금 내 머릿속에 흐르는 BGM은 무엇인가요?,감정,2,5,5,0,0,1,0,1,1,1,t,1,0.6097602322812874,0.48453766376747215,0.7220148537304649,0.12498142948247887
407,"미래가 불안할 때, 어떤 부분이 가장 걱정되나요?",감정,2,5,5,0,0,0,0,2,2,2,t,0,0.6288740937670495,0.5280755205181561,0.7195759286583487,0.048531772368429885
873,과거 기억을 잃는 것과 새 기억을 못 만드는 것 중 뭐가 더 두렵나요?,가치관,2,5,5,0,0,0,0,1,2,1,c,0,0.6409352621788058,0.5466052513062538,0.7254956140265865,0.027155859209948233
26,스트레스를 받을 때 찾게 되는 노래는 어떤 분위기인가요?,취향,2,4,4,0,0,0,0,1,1,1,p,0,0.6182885851554877,0.5188221108392994,0.7087367914237966,0.06058707984063836
104,휴식을 취할 때 몸이 가장 좋아하는 자세는 무엇인가요?,루틴,1,4,2,0,2,0,0,1,1,1,t,0,0.602010967591468,0.5018528952412757,0.6942980688470978,0.09076355257331559
261,돈을 기분 좋게 썼던 기억은 무엇인가요?,가치관,2,4,4,0,0,0,1,1,1,1,r,0,0.6115086762404669,0.5104836677610927,0.7037825870388841,0.07453100164697192
324,지금 당장 떠나고 싶은 여행지는 어디인가요?,취향,2,4,4,0,0,1,0,1,1,1,p,0,0.5970370850933224,0.48303702553450073,0.7014364170434464,0.1312892207256397
340,집에 방이 하나 더 생긴다면 무엇을 하는 장소로 만들고 싶나요?,취향,2,4,4,0,0,0,0,1,1,1,h,0,0.5868767353953616,0.47695280374059673,0.6887735464439413,0.14837853278959767
408,만약 감정이 사라진다면 어떨까요?,감정,2,4,4,0,0,0,0,3,1,1,h,0,0.5770601316516148,0.4587022970109409,0.6871870084029823,0.1941727130321801
413,미안하다는 표현을 잘하는 편인가요?,감정,2,4,3,0,1,0,0,1,1,1,t,0,0.6608424693034434,0.5696327617366674,0.7414940846491526,0.01243438359022051
557,좋아할 때 숨기기 어려운 건 무엇인가요?,사랑,1,4,4,0,0,0,1,1,1,1,t,0,0.708111277147908,0.6104435613218046,0.7897269170920865,0.0042985193315700585
558,"좋아하는 사람에게 먼저 연락하나요, 기다리나요?",사랑,2,4,4,0,0,0,1,1,1,1,c,0,0.633050280461546,0.5222724188212836,0.7313536618773214,0.0594077647552129
757,개인적인 삶의 성공과 커리어의 성공 중 뭐가 더 중요한가요?,가치관,2,4,4,0,0,0,0,1,1,1,c,0,0.6007512393606877,0.5068695244145897,0.6877696346682218,0.07968829350537304
801,내 의도와 행동 중 뭐가 더 중요하게 평가받길 바라나요?,가치관,2,4,4,0,0,0,0,2,1,1,c,0,0.552008677747721,0.454982074078583,0.645230760865427,0.23584798890008307
856,평온한 삶과 위험한 도전이 가득한 삶 중 뭐가 더 끌리나요?,가치관,2,4,3,0,1,0,0,1,1,1,c,0,0.5933288758567261,0.4984306229949183,0.6817369402505656,0.09790828359090409
92,오늘 밤 잠들기 전 나에게 해주고 싶은 말은 무엇인가요?,감정,2,3,3,0,0,2,0,1,2,2,o,0,0.3606749160929677,0.23326049874174892,0.5112778919034627,0.878495453214639
108,집에 도착하자마자 가장 먼저 하는 일은 무엇인가요?,루틴,1,3,1,0,2,0,0,1,1,1,t,0,0.5943336534414235,0.4931291174377174,0.6881114632853882,0.11001827921193819
151,가족 중 가장 편하게 대화하는 사람은 누구인가요?,관계,1,3,2,0,1,0,1,1,1,2,n,0,0.44141246137123663,0.3077260687562791,0.5841682942095656,0.692330830019996
196,새로운 사람을 만나는 게 설레나요 혹은 부담되나요?,관계,2,3,3,0,0,0,0,1,1,1,c,0,0.4660220996146338,0.36151865717778087,0.5735954985867624,0.6457979750152162
232,결혼에 대한 나의 생각은 어떤가요?,사랑,2,3,3,0,0,0,0,2,1,1,d,0,0.530589563898378,0.4083557323186374,0.6492603044726708,0.3654521808526686
251,인생에서 가장 소중한 단어 3개는 무엇인가요?,가치관,1,3,2,0,1,0,0,2,1,1,d,0,0.5256864376154181,0.41611436985134737,0.6328394500607109,0.3718022016129999
278,내가 주변 사람들에게 줄 수 있는 좋은 영향은 뭘까요?,가치관,2,3,2,0,1,0,0,2,1,1,t,0,0.5863305943309844,0.4927961409934375,0.6740259344361603,0.11175078317025178
314,여행 갈 때 계획파인가요 무계획파인가요?,취향,2,3,3,0,0,0,1,1,1,1,c,0,0.5278013471996117,0.4239246169837815,0.6293252653425517,0.35511566636715775
343,"내가 느끼는 감정과 남들이 보는 내 감정, 얼마나 다른가요?",감정,2,3,2,0,1,0,0,2,1,2,t,0,0.5722268253877844,0.4702812636807979,0.6683872776107154,0.17351448478155757
372,지금 내 마음이 가장 간절하게 외치는 소망은 무엇인가요?,감정,2,3,3,0,0,1,0,2,2,2,d,1,0.45232542565120143,0.314370950697106,0.5980157826693436,0.653612061909429
392,남들보다 자주 느끼는 감정은 무엇인가요?,감정,2,3,2,0,1,0,0,1,1,1,t,0,0.6547934885032685,0.562343122847501,0.7368533044538662,0.016223095714464873
458,물건의 자리가 정해져 있는 편인가요? 나만의 정리 규칙이 있다면 어떤 건가요?,루틴,2,3,2,0,1,0,1,1,1,1,t,0,0.5720805462032723,0.46502961357004385,0.6727831418195996,0.1857117920971183
490,"겉으론 '응'이라고 하지만 속으론 '싫어' 하는 게 있다면, 어떤 건가요?",루틴,2,3,2,0,1,0,1,1,1,2,t,0,0.5371302043313175,0.42722887936392345,0.6435385381170331,0.32273179405100066
537,곁에 있어줘서 가장 고마운 사람은 누구인가요?,관계,2,3,3,0,0,0,0,1,1,1,n,0,0.44790475251133466,0.3180092374985169,0.5853210095727172,0.677662115033683
